NO_SEQ,NO_ENTRE_1,NOM_PUITS,ANNEE,REGION_GEO,LATITUDE_X,LATITUDE_1,LONGITUDE_,LONGITUDE1,PROFONDEUR,TYPE_PUITS,SYMBOLOGIE,F1,Number,Name,MERN_status,Year_of_drilling,Year_of_suspension,Year_of_abandon,Latitude,Longitude,Administrative_region,Geological_region,Type_of_drill,Deepest_casing_base__m_sol_ou_m,Geology_from_end_of_last_casing,Operator,Type,Plugging_status,Ground_elevation__m_mer_,Depth__m_sol_or_m_KB_,Link_to_inspection_report,Link_to_SIGPEG,ObjectID,geometry
437,B078,Calbec No 5,1957,(B) Basses-Terres (sols non consolidis),"46) 18' 16,6""",46.3046,"-72  42' 45,5""",-72.7126,303 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,217,B078,Calbec No 5,Non-Problematic,1957,N.D.,1957,46.3046,-72.71264,Mauricie,B-Basses-Terres (sols non consolidés),Rotary,0.9144,N.D.,Louiseville Gas & Oil Ltd.,Gas,Plugged,,92.3544,https://sigpeg.mrn.gouv.qc.ca/rapport/B078_insp_inactif_2019-06-18_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B078,312,POINT (-72.71260000038967 46.30460000008998)
438,B079,Calbec No 6,1957,(B) Basses-Terres (sols non consolidis),"46) 17' 27,3""",46.2909,"-72  49' 2,8""",-72.8174,299 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,218,B079,Calbec No 6,Non-Problematic,1957,N.D.,1957,46.29086111,-72.81705556,Mauricie,B-Basses-Terres (sols non consolidés),Rotary,85.344,N.D.,Louiseville Gas & Oil Ltd.,Gas,Plugged,,91.1352,https://sigpeg.mrn.gouv.qc.ca/rapport/P_B079_inspection_2018-10-10_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B079,313,POINT (-72.8174000003097 46.29089999963531)
439,B080,Calbec No 7,1957,(B) Basses-Terres (sols non consolidis),"46) 18' 19,6""",46.3054,"-72  43' 53,4""",-72.7315,307 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,219,B080,Calbec No 7,Non-Problematic,1957,N.D.,1957,46.30290889,-72.72901361,Mauricie,B-Basses-Terres (sols non consolidés),Rotary,1.2192,N.D.,Louiseville Gas & Oil Ltd.,Gas,Plugged,,93.5736,https://sigpeg.mrn.gouv.qc.ca/rapport/P_B080_inspection_2018-10-25_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B080,314,POINT (-72.73149999962527 46.30540000010996)
442,B082,Calbec No 9,1957,(B) Basses-Terres (sols non consolidis),"46) 18' 11,7""",46.3033,"-72  42' 33,6""",-72.7093,160 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,220,B082,Calbec No 9,Non-Problematic,1957,N.D.,1957,46.30325,-72.70934,Mauricie,B-Basses-Terres (sols non consolidés),Rotary,28.6512,N.D.,Louiseville Gas & Oil Ltd.,Gas,Plugged,,48.768,https://sigpeg.mrn.gouv.qc.ca/rapport/B082_insp_inactif_2019-10-30_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B082,315,POINT (-72.70930000019479 46.30330000039476)
443,B083,Calbec No 10,1957,(B) Basses-Terres (sols non consolidis),"46) 18' 7,8""",46.3022,"-72  49' 36,9""",-72.8269,245 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,36,B083,Calbec No 10,Work/Repairs Needed,1957,N.D.,1957,46.30216667,-72.82691667,Mauricie,B-Basses-Terres (sol non cosolidés),Rotary,39.0144,N.D.,Louiseville Gas & Oil Ltd.,Gas,Plugged,,74.676,https://sigpeg.mrn.gouv.qc.ca/rapport/P_B083_inspection_2018-09-07_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B083,36,POINT (-72.82690000043465 46.30220000003004)
444,B084,"New Miller Bald Mountain No 5, Sorel",1963,(B) Basses-Terres (sols non consolid,"46) 2' 58,2""",46.0495,"-73  06' 47,5""",-73.1132,215 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,74,B084,"New Miller Bald Mountain No 5, Sorel",Non-Locatable,1963,N.D.,1963,46.049472,-73.113194,Montérégie,B-Basses-Terres (sols non consolidés),Rotary,63.0936,Shale,New Miller Copper Mines Ltd.,Gas,Plugged,,65.532,https://sigpeg.mrn.gouv.qc.ca/rapport/B084_insp_inactif_2019-10-04_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B084,640,POINT (-73.11320000027973 46.04950000012497)
445,B085,"New Miller Bald Mountain No 6, Sorel",1963,(B) Basses-Terres (sols non consolid,"46) 01' 26,1""",46.0239,"-73  4' 40,5""",-73.0779,240 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,75,B085,"New Miller Bald Mountain No 6, Sorel",Non-Locatable,1963,N.D.,1963,46.0211678,-73.0715255,Montérégie,B-Basses-Terres (sols non consolidés),Rotary,68.8848,"Clay, sand, gravel",New Miller Copper Mines Ltd.,Gas,Plugged,,73.152,https://sigpeg.mrn.gouv.qc.ca/rapport/B085_insp_inactif_2019-11-11_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B085,641,POINT (-73.0779000001848 46.02390000038474)
447,B087,"New Miller Bald Mountain No 8, Sorel",1963,(B) Basses-Terres (sols non consolid,"46) 3' 3,7""",46.051,"-73  4' 37,9""",-73.0772,210 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,221,B087,"New Miller Bald Mountain No 8, Sorel",Non-Problematic,1963,N.D.,1963,46.05224,-73.07815,Montérégie,B-Basses-Terres (sols non consolidés),Rotary,61.2648,"Shale, clay, gravel",New Miller Copper Mines Ltd.,None,Plugged,,64.008,https://sigpeg.mrn.gouv.qc.ca/rapport/B087_insp_inactif_2019-09-17_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B087,316,POINT (-73.07720000027973 46.05100000005001)
448,B088,"North Shore Seaway No 1, Louiseville",1961,(B) Basses-Terres (sols non consolid,"46) 13' 11,9""",46.22,"-72  55' 19,6""",-72.9221,351 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,222,B088,"North Shore Seaway No 1, Louiseville",Non-Problematic,1961,N.D.,1961,46.21996,-72.92212,Mauricie,B-Basses-Terres (sols non consolidés),Rotary,25.2984,"Shale, clay",North Shore Pipe Lines,Gas,Plugged,,106.9848,https://sigpeg.mrn.gouv.qc.ca/rapport/B088_insp_inactif_2019-09-13_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B088,317,POINT (-72.92210000011488 46.22000000000003)
449,B089,"North Shore Seaway No 2, Louiseville",1961,(B) Basses-Terres (sols non consolid,"46) 14' 12,4""",46.2368,"-72  59' 13,5""",-72.9871,260 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,223,B089,"North Shore Seaway No 2, Louiseville",Non-Problematic,1961,N.D.,1961,46.23680028,-72.98720833,Mauricie,B-Basses-Terres (sols non consolidés),Rotary,91.44,"Clay, sand",North Shore Pipe Lines,None,Plugged,15.24,79.248,https://sigpeg.mrn.gouv.qc.ca/rapport/P_B089_inspection_2018-09-28_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B089,318,POINT (-72.98710000016484 46.23680000041975)
450,B090,Oil Selections No 1,1956,(B) Basses-Terres (sols non consolid,"45) 47' 57,9""",45.7994,"-73  32' 53,5""",-73.5482,132 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,224,B090,Oil Selections No 1,Non-Problematic,1956,N.D.,1962,45.7990223,-73.5494168,Lanaudière,B-Basses-Terres (sols non consolidés),Core drilling,31.0896,N.D.,Oil Selections Ltd.,None,Plugged,,40.2336,https://sigpeg.mrn.gouv.qc.ca/rapport/B090_insp_inactif_2019-11-12_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B090,319,POINT (-73.54820000012984 45.79939999961033)
451,B091,Oil Selections No 3,1956,(B) Basses-Terres (sols non consolid,"45) 46' 35,1""",45.7764,"-73  30' 53,5""",-73.5149,417 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,76,B091,Oil Selections No 3,Non-Locatable,1956,N.D.,1962,45.7766582,-73.513653,Lanaudière,B-Basses-Terres (sols non consolidés),Rotary,N.D.,N.D.,Oil Selections Ltd.,None,Plugged,,127.1016,https://sigpeg.mrn.gouv.qc.ca/rapport/B091_insp_inactif_2019-11-12_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B091,642,POINT (-73.51489999963525 45.77640000015992)
452,B092,Oil Selections No 4,1956,(B) Basses-Terres (sols non consolid,"45) 45' 56,5""",45.7657,"-73  29' 53,2""",-73.4981,473 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,225,B092,Oil Selections No 4,Non-Problematic,1956,N.D.,1962,45.76569,-73.49811,Lanaudière,B-Basses-Terres (sols non consolidés),Rotary,29.8704,N.D.,Oil Selections Ltd.,Gas,Plugged,,144.1704,https://sigpeg.mrn.gouv.qc.ca/rapport/B092_insp_inactif_2019-11-12_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B092,320,POINT (-73.4981000001149 45.76569999955541)
453,B093,Parent,1926,(B) Basses-Terres (sols non consolid,"45) 49' 51,1""",45.8309,"-73  25' 13,5""",-73.4204,400 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,77,B093,Parent,Non-Locatable,1926,N.D.,1926,45.823587,-73.4271834,Lanaudière,B-Basses-Terres (sols non consolidés),Cable,N.D.,"Clay, sand, igneous rock",Parent,Gas,Unplugged,,121.92,https://sigpeg.mrn.gouv.qc.ca/rapport/B093_insp_inactif_2019-08-27_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B093,643,POINT (-73.42039999986008 45.8308999998352)
454,B094,"Prosp re, Contrecoeur No 1",1963,(B) Basses-Terres (sols non consolid,"45) 48' 49,1""",45.8136,"-73  17' 51,5""",-73.2976,85 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,78,B094,"Prospère, Contrecoeur No 1",Non-Locatable,1963,N.D.,1963,45.81363889,-73.29763889,Montérégie,B-Basses-Terres (sols non consolidés),Cable,9.7536,"Clay, sand, gravel",Les Huiles Prospères Inc.,None,Unplugged,8.8392,25.908,https://sigpeg.mrn.gouv.qc.ca/rapport/P_B094_inspection_2018-08-07_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B094,644,POINT (-73.29759999994002 45.81359999974023)
455,B095,"Prosp re, Contrecoeur No 2",1963,(B) Basses-Terres (sols non consolid,"45) 50' 31,1""",45.842,"-73  15' 20,5""",-73.2557,82 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,79,B095,"Prospère, Contrecoeur No 2",Non-Locatable,1963,N.D.,1963,45.84197222,-73.25569444,Montérégie,B-Basses-Terres (sols non consolidés),Cable,12.192,Clay,Les Huiles Prospères Inc.,None,Plugged,10.9728,24.9936,https://sigpeg.mrn.gouv.qc.ca/rapport/P_B095_inspection_2018-08-14_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B095,645,POINT (-73.25570000035469 45.84200000000004)
456,B096,"Prosp re, Contrecoeur No 3",1963,(B) Basses-Terres (sols non consolid,"45) 51' 44,5""",45.8624,"-73  13' 41,7""",-73.2283,75 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,226,B096,"Prospère, Contrecoeur No 3",Non-Problematic,1963,N.D.,1963,45.862455,-73.2282718,Montérégie,B-Basses-Terres (sols non consolidés),Cable,9.7536,"Shale, clay",Les Huiles Prospères Inc.,None,Plugged,8.8392,22.86,https://sigpeg.mrn.gouv.qc.ca/rapport/B096_insp_inactif_2019-08-19_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B096,321,POINT (-73.22830000034469 45.86240000006001)
457,B097,"Prosp re, Contrecoeur No 4",1963,(B) Basses-Terres (sols non consolid,"45) 52' 38,2""",45.8773,"-73  13' 13,5""",-73.2204,75 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,227,B097,"Prospère, Contrecoeur No 4",Non-Problematic,1963,N.D.,1963,45.8767908,-73.2203693,Montérégie,B-Basses-Terres (sols non consolidés),Cable,9.7536,Clay,Les Huiles Prospères Inc.,None,Plugged,7.0104,22.86,https://sigpeg.mrn.gouv.qc.ca/rapport/B097_insp_inactif_2019-08-20_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B097,322,POINT (-73.22040000025976 45.87730000009498)
458,B098,"Prosp re, Contrecoeur No 5",1963,(B) Basses-Terres (sols non consolid,"45) 49' 49,1""",45.8303,"-73  15' 58,5""",-73.2663,85 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,80,B098,"Prospère, Contrecoeur No 5",Non-Locatable,1963,N.D.,1963,45.83030556,-73.26625,Montérégie,B-Basses-Terres (sols non consolidés),Cable,9.144,Clay,Les Huiles Prospères Inc.,None,Plugged,12.192,25.908,https://sigpeg.mrn.gouv.qc.ca/rapport/P_B098_inspection_2018-08-14_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B098,646,POINT (-73.26629999994498 45.83030000004504)
459,B099,"Prosp re, Contrecoeur No 6",1963,(B) Basses-Terres (sols non consolid,"45) 50' 20,1""",45.8389,"-73  15' 43,5""",-73.2621,72 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,81,B099,"Prospère, Contrecoeur No 6",Non-Locatable,1963,N.D.,1963,45.83891667,-73.26208333,Montérégie,B-Basses-Terres (sols non consolidés),Cable,9.144,Clay,Les Huiles Prospères Inc.,None,Plugged,7.3152,21.9456,https://sigpeg.mrn.gouv.qc.ca/rapport/P_B099_inspection_2018-08-16_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B099,647,POINT (-73.26209999961526 45.83890000003504)
460,B100,"Prosp re, Contrecoeur No 7",1963,(B) Basses-Terres (sols non consolid,"45) 50' 20,1""",45.8389,"-73  16' 25,5""",-73.2738,"94,5 pi/sol",Puits d'exploration oWildcatc,Ferms d'finitivement,82,B100,"Prospère, Contrecoeur No 7",Non-Locatable,1963,N.D.,1963,45.838917,-73.27375,Montérégie,B-Basses-Terres (sols non consolidés),Cable,6.096,"Clay, sand",Les Huiles Prospères Inc.,None,Plugged,5.1816,28.956,https://sigpeg.mrn.gouv.qc.ca/rapport/B100_insp_inactif_2019-10-03_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B100,648,POINT (-73.27379999957026 45.83890000003504)
461,B101,"Prosp re, Contrecoeur No 8",1963,(B) Basses-Terres (sols non consolid,"45) 47' 49,6""",45.7971,"-73  16' 54""",-73.2817,87 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,228,B101,"Prospère, Contrecoeur No 8",Non-Problematic,1963,N.D.,1963,45.79712,-73.28168,Montérégie,B-Basses-Terres (sols non consolidés),Cable,6.096,"Clay, sand",Les Huiles Prospères Inc.,None,Plugged,18.8976,26.5176,https://sigpeg.mrn.gouv.qc.ca/rapport/B101_insp_inactif_2019-11-19_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B101,323,POINT (-73.28169999965525 45.79709999966531)
462,B102,"Prosp re, Contrecoeur No 9",1963,(B) Basses-Terres (sols non consolid,"45) 55' 58,7""",45.933,"-73  12' 16,9""",-73.2047,161 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,229,B102,"Prospère, Contrecoeur No 9",Non-Problematic,1963,N.D.,1963,45.9327921,-73.2048242,Montérégie,B-Basses-Terres (sols non consolidés),Cable,12.192,"Clay, sand",Les Huiles Prospères Inc.,None,Plugged,15.24,49.0728,https://sigpeg.mrn.gouv.qc.ca/rapport/B102_insp_inactif_2019-08-21_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B102,324,POINT (-73.20470000020481 45.93300000024988)
463,B103,"Prosp re, Contrecoeur No 10",1963,(B) Basses-Terres (sols non consolid,"45) 54' 46,1""",45.9128,"-73  12' 15,5""",-73.2043,134 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,83,B103,"Prospère, Contrecoeur No 10",Non-Locatable,1963,N.D.,1963,45.91280556,-73.20430556,Montérégie,B-Basses-Terres (sols non consolidés),Cable,12.192,"Clay, sand",Les Huiles Prospères Inc.,None,Plugged,12.192,40.8432,https://sigpeg.mrn.gouv.qc.ca/rapport/P_B103_inspection_2018-07-09_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B103,649,POINT (-73.20429999974516 45.91280000041974)
464,B104,"Prosp re, Contrecoeur No 11",1963,(B) Basses-Terres (sols non consolid,"45) 50' 35,1""",45.8431,"-73  15' 29,5""",-73.2582,67 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,84,B104,"Prospère, Contrecoeur No 11",Non-Locatable,1963,N.D.,1963,45.84308333,-73.25819444,Montérégie,B-Basses-Terres (sols non consolidés),Cable,12.192,Clay,Les Huiles Prospères Inc.,Gas,Plugged,8.5344,20.4216,https://sigpeg.mrn.gouv.qc.ca/rapport/P_B104_inspection_2018-08-14_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B104,650,POINT (-73.25819999963022 45.84310000036476)
465,B105,"Prosp re, Saint-Ours No 1",1963,(B) Basses-Terres (sols non consolid,"45) 52' 43,1""",45.8786,"-73  08' 48,5""",-73.1468,75 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,85,B105,"Prospère, Saint-Ours No 1",Non-Locatable,1963,N.D.,1963,45.8793036,-73.1466843,Montérégie,B-Basses-Terres (sols non consolidés),Cable,9.144,"Clay, gravel",Les Huiles Prospères Inc.,None,Plugged,15.8496,22.86,https://sigpeg.mrn.gouv.qc.ca/rapport/B105_insp_inactif_2019-11-18_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B105,651,POINT (-73.1468000002198 45.8785999997902)
466,B106,"Prosp re, Saint-Ours No 2",1963,(B) Basses-Terres (sols non consolid,"45) 54' 35,1""",45.9098,"-73  8' 42,9""",-73.1453,85 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,230,B106,"Prospère, Saint-Ours No 2",Non-Problematic,1963,N.D.,1963,45.90973,-73.14528,Montérégie,B-Basses-Terres (sols non consolidés),Cable,9.144,Clay,Les Huiles Prospères Inc.,None,Plugged,9.7536,25.908,https://sigpeg.mrn.gouv.qc.ca/rapport/B106_insp_inactif_2019-09-26_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B106,325,POINT (-73.14530000029475 45.90979999967033)
467,B107,"Prosp re, Saint-Roch No 1",1963,(B) Basses-Terres (sols non consolid,"45) 54' 12,1""",45.9034,"-73  10' 25,5""",-73.1738,96 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,86,B107,"Prospère, Saint-Roch No 1",Non-Locatable,1963,N.D.,1963,45.9034299,-73.1736649,Montérégie,B-Basses-Terres (sols non consolidés),Cable,9.144,"Clay, gravel",Les Huiles Prospères Inc.,None,Plugged,8.5344,29.2608,https://sigpeg.mrn.gouv.qc.ca/rapport/B107_insp_inactif_2019-09-26_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B107,652,POINT (-73.17379999977015 45.90340000040976)
468,B108,"Prosp re, Saint-Sulpice No 1",1963,(B) Basses-Terres (sols non consolid,"45) 48' 20,1""",45.8056,"-73  21' 33,5""",-73.3593,74 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,87,B108,"Prospère, Saint-Sulpice No 1",Non-Locatable,1963,N.D.,1963,45.805583,-73.359306,Lanaudière,B-Basses-Terres (sols non consolidés),Cable,9.144,Clay,Les Huiles Prospères Inc.,Gas,Plugged,5.4864,22.5552,https://sigpeg.mrn.gouv.qc.ca/rapport/B108_insp_inactif_2019-10-04_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B108,653,POINT (-73.3592999997951 45.80560000043971)
469,B109,"Prosp re, Varennes No 1",1963,(B) Basses-Terres (sols non consolid,"45) 39' 57,1""",45.6659,"-73  26' 12,5""",-73.4368,25 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,88,B109,"Prospère, Varennes No 1",Non-Locatable,1963,N.D.,1963,45.6656714,-73.4366277,Montérégie,B-Basses-Terres (sols non consolidés),Cable,N.D.,Clay,Les Huiles Prospères Inc.,Gas,Plugged,8.2296,7.62,https://sigpeg.mrn.gouv.qc.ca/rapport/B109_insp_inactif_2019-08-22_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B109,654,POINT (-73.4367999998201 45.66589999998507)
470,B110,"Prosp re, Varennes No 1a",1963,(B) Basses-Terres (sols non consolid,"45) 39' 57,1""",45.6659,"-73  26' 12,5""",-73.4368,28 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,89,B110,"Prospère, Varennes No 1a",Non-Locatable,1963,N.D.,1963,45.6656714,-73.4366277,Montérégie,B-Basses-Terres (sols non consolidés),Cable,8.2296,Shale,Les Huiles Prospères Inc.,None,Plugged,8.2296,8.5344,https://sigpeg.mrn.gouv.qc.ca/rapport/B110_insp_inactif_2019-08-22_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B110,655,POINT (-73.4367999998201 45.66589999998507)
471,B111,"Prosp re, Varennes No 2",1963,(B) Basses-Terres (sols non consolid,"45) 43' 36""",45.7267,"-73  24' 54,5""",-73.4151,99 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,231,B111,"Prospère, Varennes No 2",Non-Problematic,1963,N.D.,1963,45.72666,-73.41513,Montérégie,B-Basses-Terres (sols non consolidés),Cable,9.144,Clay,Les Huiles Prospères Inc.,None,Plugged,17.9832,30.1752,https://sigpeg.mrn.gouv.qc.ca/rapport/B111_insp_inactif_2019-10-29_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B111,326,POINT (-73.41510000006491 45.72669999970526)
472,B112,"Prosp re, Varennes No 3",1963,(B) Basses-Terres (sols non consolid,"45) 41' 31,1""",45.692,"-73  26' 13,5""",-73.4371,53 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,90,B112,"Prospère, Varennes No 3",Non-Locatable,1963,N.D.,1963,45.6917477,-73.4358961,Montérégie,B-Basses-Terres (sols non consolidés),Cable,9.144,Clay,Les Huiles Prospères Inc.,None,Plugged,8.2296,16.1544,https://sigpeg.mrn.gouv.qc.ca/rapport/B112_insp_inactif_2019-08-06_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B112,656,POINT (-73.43710000016483 45.6920000002998)
473,B113,"Prosp re, Varennes No 4",1963,(B) Basses-Terres (sols non consolid,"45) 44' 8,7""",45.7358,"-73  24' 13,4""",-73.4037,114 pi/sol,Puits d'exploration oWildcatc,Ferms d'finitivement,232,B113,"Prospère, Varennes No 4",Non-Problematic,1963,N.D.,1963,45.73577451,-73.40369801,Montérégie,B-Basses-Terres (sols non consolidés),Cable,9.144,Clay,Les Huiles Prospères Inc.,None,Plugged,16.764,34.7472,https://sigpeg.mrn.gouv.qc.ca/rapport/B113_insp_inactif_2019-09-27_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=B113,327,POINT (-73.40369999955527 45.73580000026988)
